"Date","Price","Open","High","Low","Change %"
"07/11/2024","0.594","0.624","0.634","0.589","-2.14%"
"07/10/2024","0.607","0.637","0.637","0.607","-7.33%"
"07/09/2024","0.655","0.652","0.657","0.637","1.24%"
"07/08/2024","0.647","0.692","0.694","0.645","-2.71%"
"07/05/2024","0.665","0.700","0.700","0.665","-5.00%"
"07/04/2024","0.700","0.680","0.700","0.667","2.94%"
"07/03/2024","0.680","0.694","0.702","0.648","-6.34%"
"07/02/2024","0.726","0.678","0.738","0.663","10.50%"
"07/01/2024","0.657","0.624","0.657","0.576","21.22%"
"06/28/2024","0.542","0.596","0.596","0.539","-9.82%"
"06/27/2024","0.601","0.642","0.642","0.598","0.33%"
"06/26/2024","0.599","0.602","0.605","0.577","-2.28%"
"06/25/2024","0.613","0.622","0.622","0.566","-2.85%"
"06/24/2024","0.631","0.639","0.639","0.620","-1.25%"
"06/21/2024","0.639","0.640","0.644","0.604","-3.03%"
"06/20/2024","0.659","0.709","0.709","0.651","-6.39%"
"06/19/2024","0.704","0.702","0.716","0.699","-0.14%"
"06/18/2024","0.705","0.708","0.722","0.697","-0.28%"
"06/17/2024","0.707","0.729","0.732","0.692","-0.42%"
"06/14/2024","0.710","0.768","0.768","0.698","-9.78%"
"06/13/2024","0.787","0.810","0.810","0.785","-1.63%"
"06/12/2024","0.800","0.846","0.862","0.800","-6.87%"
"06/11/2024","0.859","0.876","0.904","0.843","-2.28%"
"06/10/2024","0.879","0.856","0.899","0.856","0.92%"
"06/07/2024","0.871","0.836","0.871","0.828","7.53%"
"06/06/2024","0.810","0.847","0.870","0.800","-1.10%"
"06/05/2024","0.819","0.882","0.882","0.819","-4.66%"
"06/04/2024","0.859","0.919","0.919","0.811","-2.16%"
"06/03/2024","0.878","0.893","0.929","0.861","-1.57%"
"05/31/2024","0.892","0.918","0.946","0.890","-2.73%"
"05/30/2024","0.917","0.883","0.939","0.871","3.73%"
"05/29/2024","0.884","0.831","0.884","0.830","8.33%"
"05/28/2024","0.816","0.822","0.829","0.784","-1.81%"
"05/27/2024","0.831","0.831","0.831","0.795","0.00%"
"05/24/2024","0.831","0.831","0.831","0.783","0.00%"
"05/23/2024","0.831","0.817","0.831","0.772","5.99%"
"05/22/2024","0.784","0.808","0.808","0.782","1.55%"
"05/21/2024","0.772","0.795","0.799","0.745","1.58%"
"05/17/2024","0.760","0.760","0.782","0.753","2.70%"
"05/16/2024","0.740","0.772","0.774","0.717","0.68%"
"05/15/2024","0.735","0.823","0.826","0.728","-6.37%"
"05/14/2024","0.785","0.787","0.799","0.731","3.02%"
"05/13/2024","0.762","0.748","0.771","0.743","-7.86%"
"05/10/2024","0.827","0.803","0.827","0.728","13.13%"
"05/08/2024","0.731","0.736","0.796","0.712","5.48%"
"05/07/2024","0.693","0.698","0.716","0.684","-5.20%"
"05/06/2024","0.731","0.691","0.731","0.688","-2.66%"
"05/03/2024","0.751","0.720","0.780","0.701","-2.09%"
"05/02/2024","0.767","0.725","0.767","0.715","2.13%"
"04/30/2024","0.751","0.715","0.751","0.706","3.44%"
"04/29/2024","0.726","0.749","0.749","0.701","-3.20%"
"04/26/2024","0.750","0.792","0.792","0.740","-4.58%"
"04/25/2024","0.786","0.792","0.792","0.752","0.77%"
"04/24/2024","0.780","0.777","0.780","0.691","5.41%"
"04/23/2024","0.740","0.740","0.760","0.729","-1.33%"
"04/22/2024","0.750","0.785","0.785","0.748","-4.94%"
"04/19/2024","0.789","0.755","0.794","0.729","5.76%"
"04/18/2024","0.746","0.763","0.763","0.709","0.95%"
"04/17/2024","0.739","0.791","0.798","0.729","-1.20%"
"04/16/2024","0.748","0.742","0.771","0.717","3.89%"
"04/15/2024","0.720","0.694","0.733","0.694","4.65%"
"04/12/2024","0.688","0.763","0.763","0.642","-10.07%"
"04/11/2024","0.765","0.738","0.770","0.715","6.10%"
"04/10/2024","0.721","0.700","0.785","0.665","1.55%"
"04/09/2024","0.710","0.742","0.743","0.700","-4.70%"
"04/08/2024","0.745","0.715","0.745","0.715","0.95%"
"04/05/2024","0.738","0.692","0.738","0.692","3.07%"
"04/04/2024","0.716","0.745","0.784","0.693","-4.28%"
"04/03/2024","0.748","0.719","0.748","0.697","0.94%"
"04/02/2024","0.741","0.721","0.743","0.707","4.22%"
"03/28/2024","0.711","0.735","0.735","0.648","5.65%"
"03/27/2024","0.673","0.652","0.673","0.633","-3.58%"
"03/26/2024","0.698","0.697","0.698","0.644","5.92%"
"03/25/2024","0.659","0.730","0.739","0.634","3.29%"
